S_micro	T_micro	diff	mA	mB	nA	nB
236000	-233381	81587	236000	-233381	1	1
236000	-231381	80193	236000	-231381	1	1
236000	-229381	78825	236000	-229381	1	1
236000	-227381	77485	236000	-227381	1	1
236000	-225381	76174	236000	-225381	1	1
236000	-223381	74892	236000	-223381	1	1
236000	-221381	73643	236000	-221381	1	1
236000	-219381	72428	236000	-219381	1	1
236000	-217381	71248	236000	-217381	1	1
236000	-215381	70106	236000	-215381	1	1
236000	-213381	69002	236000	-213381	1	1
236000	-211381	67939	236000	-211381	1	1
236000	-209381	66920	236000	-209381	1	1
236000	-207381	65945	236000	-207381	1	1
236000	-205381	65017	236000	-205381	1	1
236000	-203381	64138	236000	-203381	1	1
236000	-201381	63310	236000	-201381	1	1
236000	-199381	62535	236000	-199381	1	1
236000	-197381	61815	236000	-197381	1	1
236000	-195381	61152	236000	-195381	1	1
236000	-193381	60548	236000	-193381	1	1
236000	-191381	60004	236000	-191381	1	1
236000	-189381	59523	236000	-189381	1	1
236000	-187381	59106	236000	-187381	1	1
236000	-185381	58753	236000	-185381	1	1
236000	-183381	58467	236000	-183381	1	1
236000	-181381	58249	236000	-181381	1	1
236000	-179381	58098	236000	-179381	1	1
236000	-177381	58016	236000	-177381	1	1
236000	-175381	58003	236000	-175381	1	1
236000	-173381	58059	236000	-173381	1	1
236000	-171381	58183	236000	-171381	1	1
236000	-169381	58376	236000	-169381	1	1
236000	-167381	58636	236000	-167381	1	1
236000	-165381	58964	236000	-165381	1	1
236000	-163381	59356	236000	-163381	1	1
236000	-161381	59814	236000	-161381	1	1
236000	-159381	60333	236000	-159381	1	1
236000	-157381	60915	236000	-157381	1	1
236000	-155381	61556	236000	-155381	1	1
236000	-153381	62254	236000	-153381	1	1
236000	-151381	63008	236000	-151381	1	1
236000	-149381	63816	236000	-149381	1	1
236000	-147381	64676	236000	-147381	1	1
236000	-145381	65585	236000	-145381	1	1
236000	-143381	66543	236000	-143381	1	1
236000	-141381	67546	236000	-141381	1	1
236000	-139381	68592	236000	-139381	1	1
236000	-137381	69680	236000	-137381	1	1
236000	-135381	70808	236000	-135381	1	1
236000	-133381	71974	236000	-133381	1	1
236000	-131381	73176	236000	-131381	1	1
236000	-129381	74413	236000	-129381	1	1
236000	-127381	75682	236000	-127381	1	1
236000	-125381	76982	236000	-125381	1	1
236000	-123381	78311	236000	-123381	1	1
236000	-121381	79669	236000	-121381	1	1
236000	-119381	81053	236000	-119381	1	1
236000	-117381	82463	236000	-117381	1	1
236000	-115381	83896	236000	-115381	1	1
236000	-113381	85353	236000	-113381	1	1
236000	-111381	86830	236000	-111381	1	1
236000	-109381	88329	236000	-109381	1	1
236000	-107381	89847	236000	-107381	1	1
238000	-261381	102107	238000	-261381	1	1
238000	-259381	100440	238000	-259381	1	1
238000	-257381	98786	238000	-257381	1	1
238000	-255381	97145	238000	-255381	1	1
238000	-253381	95518	238000	-253381	1	1
238000	-251381	93905	238000	-251381	1	1
238000	-249381	92308	238000	-249381	1	1
238000	-247381	90726	238000	-247381	1	1
238000	-245381	89161	238000	-245381	1	1
238000	-243381	87613	238000	-243381	1	1
238000	-241381	86085	238000	-241381	1	1
238000	-239381	84576	238000	-239381	1	1
238000	-237381	83088	238000	-237381	1	1
238000	-235381	81621	238000	-235381	1	1
238000	-233381	80178	238000	-233381	1	1
238000	-231381	78759	238000	-231381	1	1
238000	-229381	77366	238000	-229381	1	1
238000	-227381	76000	238000	-227381	1	1
238000	-225381	74662	238000	-225381	1	1
238000	-223381	73355	238000	-223381	1	1
238000	-221381	72079	238000	-221381	1	1
238000	-219381	70837	238000	-219381	1	1
238000	-217381	69630	238000	-217381	1	1
238000	-215381	68460	238000	-215381	1	1
238000	-213381	67330	238000	-213381	1	1
238000	-211381	66240	238000	-211381	1	1
238000	-209381	65194	238000	-209381	1	1
238000	-207381	64193	238000	-207381	1	1
238000	-205381	63239	238000	-205381	1	1
238000	-203381	62335	238000	-203381	1	1
238000	-201381	61483	238000	-201381	1	1
238000	-199381	60685	238000	-199381	1	1
238000	-197381	59942	238000	-197381	1	1
238000	-195381	59258	238000	-195381	1	1
